"","bc","cc","ec"
"94252127",541463,7.02018938052862e-09,8.42636753234142e-18
"94252128",568172,6.97727964560473e-09,1.11560195299862e-18
"94252129",582888,6.97171388830967e-09,2.35251087461053e-17
"94252130",1116403,6.93427679149427e-09,1.29484561092693e-17
"94252518",557119,7.05754633253359e-09,0
"94252519",551908,7.09962617185176e-09,5.36895912184139e-18
"94252521",40835,6.87931078823869e-09,2.18121742534456e-17
"94253119",991944,6.80203307507889e-09,3.15551705352766e-17
"94253222",301042,6.841956279136e-09,0
"94253261",11652,6.80202780192206e-09,1.58357102900099e-17
"94253649",79804,6.47441178805658e-09,6.85995178632501e-18
"94253650",71308,6.78876180036697e-09,1.51328843075247e-17
"94257976",4825379,6.5247904556494e-09,2.00303175516095e-17
"94258075",3935721,6.55823339401334e-09,2.01608923067536e-17
"94258422",592787,6.10211628349084e-09,0
"94258423",1278489,6.12495309832923e-09,2.46950597434547e-17
"94258426",3077720,6.42477331900668e-09,0
"94258428",760540,6.50643338681445e-09,1.47719632290589e-17
"94258875",2655436,6.60045993727449e-09,0
"94258877",3100776,6.64087564656658e-09,0
"94259118",8920339,7.06974624342661e-09,0
"94260214",1435757,7.22872952065793e-09,4.28234827963325e-18
"94260215",973972,7.49831037918841e-09,0
"94260216",1632588,7.54507936116809e-09,3.26616682381547e-17
"94260585",1167554,7.27937615580334e-09,5.9072903296727e-17
"94260586",26855,7.34715474977954e-09,5.23454946581151e-18
"94260587",275603,7.38849465675784e-09,1.25878200687565e-17
"94260793",312569,7.27615671421866e-09,0
"94261155",112995,7.33600733858169e-09,1.4303221122306e-17
"94261348",175904,7.32567760240215e-09,5.62314197771552e-17
"94261410",159116,7.37260071295876e-09,1.81445607546437e-17
"94261495",1044145,7.3304532763971e-09,0
"94261711",829151,7.31719163980747e-09,5.12433438551849e-17
"94261982",156180,7.38013158872742e-09,7.75193640980841e-18
"94261984",1443499,7.31869547051711e-09,2.23927973839362e-17
"94262176",1460619,7.31341084327389e-09,1.41498597409492e-17
"94262258",7037539,7.46073089100128e-09,1.47219643544296e-17
"94262351",11902812,7.56813124485386e-09,3.61686571068801e-17
"94262684",21243,7.60194298125208e-09,0
"94262804",5757,7.71676071299054e-09,6.52692739023777e-18
"94262979",54350,7.32876792242199e-09,2.20262913767491e-17
"94263090",1664491,7.56421042213615e-09,2.37163267793544e-17
"94264649",103395,7.47847156878636e-09,1.00121205469163e-17
"94264937",132161,7.51427866814478e-09,1.00981589224648e-17
"94264938",489410,7.54816662198627e-09,0
"94264940",1363146,7.57755717791262e-09,2.40899162516257e-17
"94265887",3423574,6.7123562200751e-09,7.74684874237557e-18
"94266272",150254,6.70661668730928e-09,1.63156195464991e-17
"94266273",679960,6.72588060823079e-09,0
"94266274",769889,6.75417842439673e-09,1.40056875738974e-17
"94266276",480176,6.78273529792997e-09,1.89719511459959e-17
"94266440",2537454,7.00379034438079e-09,2.92763881346201e-17
"94266789",1101032,6.99824943475279e-09,1.71061445405493e-17
"94266791",1525948,7.04011777470079e-09,1.53733984170234e-17
"94267105",231214,6.82459765825333e-09,2.91329980049031e-18
"94267106",3007919,6.98570462752828e-09,2.67819181451722e-17
"94267208",3870024,6.56635601831875e-09,2.66478516940016e-17
"94267358",574350,6.70842654805834e-09,0
"94267360",557982,6.81043074803266e-09,1.39551654622241e-17
"94267384",4015919,6.77715344502993e-09,2.41535410749139e-18
"94267503",396001,6.73326158796722e-09,0
"94267505",2984479,6.90006017332419e-09,1.32338214852741e-17
"94267653",235194,6.78941551440498e-09,1.83089325684941e-17
"94267807",483967,6.77019419748115e-09,2.76000637462996e-18
"94267985",276540,6.90122498912999e-09,2.12360979450372e-17
"94267986",1315476,6.96032092830281e-09,0
"94268063",384983,6.73843158524987e-09,0
"94268113",563276,6.70566166626818e-09,3.37952705774396e-19
"94268321",373932,6.68084636390917e-09,0
"94268492",508107,6.55509535006905e-09,0
"94268669",26067,6.44676690679464e-09,4.80012794901236e-18
"94268670",16138,6.39598269669499e-09,2.39592448137777e-17
"94268747",4961785,6.32582598528973e-09,0
"94268943",60360,6.31782584883343e-09,2.74043181423175e-18
"94268944",80582,6.34662804345222e-09,0
"94268946",4160961,6.51207100668806e-09,0
"94269206",853652,6.38013797591873e-09,1.23572106509462e-17
"94269207",653017,6.57051670671938e-09,8.01232196456071e-18
"94269209",3051465,6.6267387975762e-09,0
"94269214",964895,6.44866194012837e-09,1.78462559006705e-18
"94269217",1513553,6.53792615590961e-09,1.38320283382099e-17
"94269263",5256153,6.46925323660991e-09,0
"94269402",559961,6.64623922453462e-09,1.76656594849044e-17
"94269403",4522560,6.78065977087176e-09,1.54852845984284e-17
"94269863",91659,6.46390983637174e-09,9.67846843764048e-18
"94269969",3954826,6.63754005100938e-09,1.21249217908324e-17
"94270046",765306,6.59220867577434e-09,1.44265126300788e-17
"94270047",551842,6.72727526169455e-09,1.9326900933256e-17
"94270048",1286724,6.77079857001699e-09,1.29737448812069e-17
"94270059",448593,6.69412172892858e-09,5.0075060212764e-18
"94270166",2125634,6.92794446336875e-09,3.90482978584873e-17
"94270168",1187071,6.76615616250232e-09,1.91938461377427e-17
"94270239",103630,6.79353795968203e-09,5.25929582854005e-18
"94270277",4327959,6.86266976902789e-09,4.40688236529428e-17
"94270517",7204872,6.98981092021964e-09,2.04420363513103e-17
"94270578",282034,7.12198640594421e-09,0
"94270669",1045133,7.13936651159633e-09,2.68864829368539e-17
"94270877",230887,6.32978141767175e-09,1.00723214864206e-17
"94271277",700980,6.36582481051638e-09,1.11912818188285e-17
"94271403",676187,6.27807539686088e-09,2.51852618914395e-17
"94271793",32573,6.04860462871669e-09,1.98467607487162e-17
"94271799",865488,6.03198050089576e-09,1.9434312181305e-17
"94272532",2963574,5.78935574996713e-09,0
"94272854",1067540,6.18916363854798e-09,3.95538967754165e-18
"94272855",4584697,6.34884493837618e-09,0
"96115609",1567462,6.07305976154393e-09,0
"96115612",3863178,6.26718434073972e-09,8.33351089046422e-18
"96115614",3325430,6.35489841233086e-09,0
"96115615",1651374,6.44328302004735e-09,0
"96115618",2281625,6.51132415186479e-09,0
"96115619",3438361,6.52018918788445e-09,2.3800955660992e-17
"96115623",3258128,6.65958487883567e-09,2.08890038819569e-17
"96115625",2602043,6.71701595603146e-09,1.38977920946855e-17
"96115627",2684375,6.72725634321019e-09,0
"96115628",2778670,6.75534420794624e-09,0
"96127095",682717,6.23167420981722e-09,0
"96127099",6011330,6.48191597108642e-09,0
"96127245",973983,6.21992657604924e-09,3.25963501697182e-17
"96127745",47180,6.17253772699597e-09,1.30638445067822e-17
"96134191",589578,6.27736633383272e-09,3.40320544184613e-18
"96134192",2127915,6.60055700223563e-09,0
"96134196",55252,6.3194562167334e-09,1.7526324990114e-17
"96134198",5452191,6.43878665778609e-09,3.17463331561272e-18
"96135127",749795,6.49231575479492e-09,1.63229900759895e-17
"96135128",656360,6.20482409122483e-09,2.21142977049691e-17
"96135356",1330659,6.45189162620488e-09,9.42083290233536e-18
"96135607",186911,6.45510165600383e-09,2.13990490470241e-17
"96135608",246519,6.5116279742793e-09,3.41354106449599e-18
"96135609",38308,6.46617103378954e-09,0
"96135611",63189,6.33515890877715e-09,1.80831030557803e-17
"96135613",226264,6.26774089410202e-09,1.52049814902195e-17
"96135918",76990,6.137683306517e-09,0
"96136327",3154599,6.4058100730805e-09,0
"96136601",1308138,6.15038093278025e-09,3.85915132733449e-17
"96136609",1451425,6.26644848409741e-09,0
"96136832",2082240,6.11516569280048e-09,1.42483483942273e-17
"96136833",4520606,6.05821620105477e-09,2.37782389033797e-17
"96136841",4821946,6.33618805928093e-09,0
"96136842",3300433,6.35195712695644e-09,0
"96137270",1611599,6.26111404104927e-09,0
"96137271",1502775,6.23369571777226e-09,4.41945038675566e-18
"96137274",1332606,6.15962453092425e-09,3.86369471340594e-17
"96137424",369752,6.12957726630837e-09,0
"96137428",926747,6.11161517941813e-09,4.86856708578043e-18
"96137709",369780,6.18663502033206e-09,9.47284292946968e-18
"96138134",351088,6.48640325335735e-09,0
"96138283",63080,6.43565739195592e-09,3.50858081943555e-17
"96138756",3537910,6.69292903728202e-09,0
"96138870",135659,6.55499963355744e-09,0
"96138964",131304,6.57214612512604e-09,2.51411952429729e-17
"96139197",1762185,6.85235872556647e-09,0
"96139482",264804,6.53449843933581e-09,0
"96139483",340944,6.54617907216038e-09,3.91530525084587e-18
"96141540",3644625,7.55169213320275e-09,6.29860551279074e-18
"96141641",253994,7.5273517111196e-09,2.11662775024032e-18
"96141927",1740128,7.28678081361027e-09,0
"96142019",3457156,7.42323646465578e-09,1.64412859849196e-18
"96142155",275941,7.17203029404394e-09,2.98093709692693e-17
"96142236",744349,6.96875577762474e-09,3.10232792655837e-17
"96142238",744377,7.10045062193358e-09,9.89607218537133e-19
"96142386",2836022,6.92999120255036e-09,1.37909809228104e-17
"96143095",2778698,6.86766207843519e-09,1.03418372732099e-17
"96143215",86119,5.99781087204837e-09,0
"96143369",124315,6.0812917014531e-09,2.47275983820967e-17
"96143370",205283,6.1617557596085e-09,3.34155118903602e-18
"96143575",357257,6.17884295502841e-09,2.38444181221721e-17
"96143576",700349,6.27321518601245e-09,1.77312813086958e-18
"96144808",136404,6.10682814240644e-09,0
"96145094",326605,6.11548356015549e-09,9.67785466131411e-18
"96145095",312270,6.14687923843934e-09,3.53743140376825e-18
"96145097",344742,6.06453445908326e-09,3.520635048697e-17
"96145557",343596,6.06298685532602e-09,1.49398398577106e-17
"96146088",2865817,7.37319245851e-09,4.04069076454757e-17
"96146089",4554492,7.34210199526595e-09,2.86857228844902e-18
"96146342",134763,7.18203901015115e-09,1.17441389752303e-17
"96146596",2939984,7.40174694043749e-09,1.62978298781811e-17
"96149590",10430306,7.362084984051e-09,0
"96149591",6170916,6.90626953751017e-09,2.62706451477476e-17
"96149592",6843686,7.02662820424106e-09,0
"96149593",6587044,7.02012057735975e-09,3.10102281895963e-17
"96149597",5396883,6.40365521947311e-09,1.06435700297411e-17
"96149599",5394008,6.44437973910932e-09,0
"96149607",7425354,6.5543528217604e-09,1.13544582596659e-17
"96151090",108826,6.97417634911058e-09,0
"96151437",4129,6.97553823025367e-09,2.59799997315202e-17
"96151752",1525954,7.07798385024183e-09,3.38561481340118e-17
"96152276",1814287,7.12867326730852e-09,9.64834083732848e-18
"96152277",906133,6.7359961751151e-09,2.4421497670219e-17
"96153935",2004468,6.24637207590641e-09,5.05058907537424e-18
"96154101",40181,6.15246797313235e-09,1.91713623819325e-17
"96416976",568557,6.98140693225068e-09,8.29528883544712e-18
"100287503",1021678,6.65627474434615e-09,1.93725658566924e-17
"100287651",1289173,6.52324383831507e-09,0
"100287808",1320786,6.52092831332335e-09,0
"100287884",1779566,6.51370278090051e-09,9.87428635781893e-18
"100287974",1780042,6.42015496290105e-09,4.01194353537101e-17
"100288010",924754,6.33616184282564e-09,1.53916632258127e-17
"100288356",1384592,6.54041306036669e-09,0
"100288988",1320758,6.50726373658461e-09,0
"100289067",1384620,6.55892692805179e-09,0
"100289150",1324102,6.68274448220022e-09,2.06914963200186e-17
"100289178",3128109,6.75724992671474e-09,0
"100289321",284175,6.48057434559771e-09,8.95665378611506e-18
"100289322",228725,6.22985478548616e-09,1.49355098045243e-17
"100289410",285388,6.27315268722345e-09,0
"100289509",347734,6.38476091977367e-09,0
"100289671",261398,6.38970745749877e-09,9.53202216816194e-18
"100289673",366108,6.39138802061115e-09,1.16907273626359e-17
"100289676",224345,6.39704355603632e-09,0
"100289808",189957,6.39035997905889e-09,8.2016136533468e-18
"100290177",1323842,6.46085625003687e-09,1.26700761541196e-17
"100291267",14235,6.43431579319518e-09,1.86455948336921e-17
"100291522",794130,6.41637127351271e-09,2.00655394077781e-17
"100291881",404950,6.45093898718987e-09,0
"100292094",1219442,6.68376702998111e-09,9.46650318358468e-18
"100292096",4024651,6.81389515168249e-09,0
"100292375",5124845,7.43425571513539e-09,1.66212510454931e-17
"100292741",7011993,7.67603946527644e-09,0
"100293163",2907767,7.45537688435107e-09,1.66244746648883e-17
"100294250",0,6.6574311541758e-09,2.78420873687513e-17
"100294442",186856,6.73698690931769e-09,0
"100294494",149568,6.66968901986516e-09,1.1104879407395e-17
"100294683",271311,6.27359573337822e-09,7.88703145831682e-18
"100294771",891004,6.40197950213393e-09,0
"100812067",590059,6.68040254722883e-09,0
"106017215",0,5.86840229508003e-09,0
"108270264",0,4.74847449889853e-09,5.21052784963742e-18
"108391783",113034,4.58465223586067e-09,0
"108391788",113006,4.56923978527362e-09,0
"108391798",0,4.59061262727529e-09,0
"110506443",3839669,6.70781469782935e-09,1.28299999210384e-19
"110509773",140956,6.91215572628853e-09,0
"110509774",6172936,7.06064047378817e-09,0
"110512079",127492,6.71433402641983e-09,4.00770396153305e-19
"110512081",3823716,6.83969003616641e-09,1.19318418261379e-17
"110517369",3378659,6.51366580458878e-09,1.4103897455719e-17
"110517371",155317,6.48685792563103e-09,0
"110517378",954950,6.84039238235800e-09,8.87926907101259e-18
"110517381",852213,6.79933621484327e-09,0
"110517384",5841914,7.06844224583656e-09,1.34910592807129e-17
"110517387",256981,6.7933038828531e-09,2.53138546791453e-17
"110548692",1937838,7.29055010289855e-09,2.20597224040036e-17
"110548693",0,6.89343424989008e-09,0
"110548695",1514893,6.72812664124921e-09,6.22331417920939e-18
"110548696",887157,6.70566262065965e-09,0
"110548697",152560,6.57480020874953e-09,1.75015039777058e-17
"110548699",443379,6.46072162828212e-09,7.76670374352198e-18
"110548702",21243,6.31961106681609e-09,1.94216265698627e-17
"110550432",268601,6.9514392014607e-09,3.66313966239162e-17
"110553570",613393,7.21956317289426e-09,1.02303040153723e-17
"110555345",14100,7.24782953850421e-09,0
"110557418",328211,7.21151137924117e-09,3.75327096990398e-17
"110557419",0,7.35560284359171e-09,3.23070939627153e-18
"110562477",84964,7.41645555731759e-09,5.9674542696745e-18
"110565283",84992,7.4743476968319e-09,0
"110567078",719336,7.31507267131115e-09,1.16886942401486e-17
"110569416",492265,7.18471141673419e-09,2.08064915436515e-17
"110571443",804139,7.23144978283973e-09,0
"110571874",2655552,7.00132833106341e-09,3.21982484753432e-17
"110573261",90382,6.85877347910936e-09,0
"112010329",415215,6.78925765939997e-09,2.1705494596213e-17
"112010331",132259,6.55542946558978e-09,1.79900578315928e-17
"112011214",1637794,6.70118436054212e-09,2.2170985308243e-17
"112011216",134131,6.75799030931912e-09,0
"112011222",84213,6.76679821244794e-09,6.86645563872287e-18
"112011224",575,6.86645634023701e-09,1.79373452229633e-17
"112011484",1641407,6.62933351706442e-09,8.01196371145843e-18
"112011485",112172,6.68077001360778e-09,1.50512112026183e-17
"112012233",6358,6.57875522479846e-09,1.66410712126243e-17
"112012920",889541,6.85001039818372e-09,2.23036554618008e-18
"112014078",1257334,6.60182776355662e-09,1.36676580461958e-18
"112014079",1480532,6.5252154608285e-09,1.86989701002899e-17
"112014080",1498955,6.68364879893662e-09,1.59077515441413e-17
"112014081",1686631,6.6086595303729e-09,1.0390426470867e-17
"112014169",86144,6.39854636805205e-09,4.22671842523212e-17
"112014705",53877,6.6143741319019e-09,2.26375518258445e-18
"112014706",673673,6.59663165672526e-09,3.17948658562614e-17
"112016218",883270,6.6037586172068e-09,0
"112016514",3885462,6.77229477518954e-09,3.3187068936195e-18
"112017509",363228,6.6963473662492e-09,1.70680674931444e-17
"112017915",0,6.92937530893066e-09,4.27234564566911e-17
"112017916",688681,7.1257106389125e-09,3.77945709376115e-17
"112035228",335688,6.72799631043432e-09,1.66738805383458e-17
"112036802",1577868,6.70598717586492e-09,3.35803653551255e-17
"112037093",1515569,6.62392982160504e-09,1.27034153365342e-17
"112038738",355684,6.80493861585334e-09,1.90489404591971e-17
"112039658",952357,6.78002658179487e-09,1.68144567523075e-17
"112040187",828075,6.80701653761826e-09,3.50357827467785e-17
"112040699",756592,6.53318705422531e-09,1.76434769875259e-17
"112042384",553318,6.47345239328899e-09,3.90230280586727e-17
"112042925",1217086,6.42706649389468e-09,0
"112413018",463468,4.84189757368981e-09,5.82892416438762e-17
"113494617",343375,6.67643846748698e-09,1.31667290559179e-17
"113494619",188760,6.86958247462002e-09,0
"113494973",140984,6.95651023190948e-09,1.51340660147983e-17
"116109846",2611937,6.77548336593788e-09,1.63662248198708e-17
"116109849",1544881,6.92960289282377e-09,2.04355681507082e-18
"116109850",1584421,7.00512207805991e-09,0
"116109852",1594635,7.14969895607043e-09,0
"116110295",1396842,6.86325112170014e-09,1.94284288235935e-17
"116110297",90686,6.96916799877287e-09,5.44568959349667e-18
"116110298",90714,7.0428327050202e-09,2.44339909214709e-17
"116110299",60592,7.18151207474366e-09,0
"116111863",1418058,6.79994375742298e-09,0
"116111865",180166,7.22087867623582e-09,6.8683739135584e-18
"116112289",1451358,6.97513000903539e-09,2.31241309236906e-17
"116112942",361553,6.80078270177414e-09,6.89662993807529e-18
"116113090",1035784,6.78451523506419e-09,1.9547252167728e-17
